Locus 1	Hs_est	0.22736842105263153	0.008270360110803326	0.030313840093270428	0.09473684210526312	0.3473684210526315
Locus 1	Ht_est	0.4896842105263158	0.00012316897506925147	0.0036993839587641172	0.46368421052631575	0.5047368421052632
Locus 1	G_est	0.5332449173660134	0.03701290360976374	0.06412912634310017	0.2508513053348469	0.8095238095238095
Locus 1	G_Hedrick	0.8075100961471755	0.0228357654823313	0.050371691214556105	0.5178865658525871	0.9789590254706532
Locus 1	D_est	0.6588804426412942	0.030524507480152136	0.05823754752940002	0.35645161290322597	0.88953488372093
Locus 2	Hs_est	0.44947368421052636	0.001951246537396123	0.014724305444461256	0.3578947368421052	0.5052631578947367
Locus 2	Ht_est	0.4707368421052632	0.0017233905817174507	0.013837913224653855	0.38473684210526315	0.5126315789473684
Locus 2	G_est	0.04421949518930561	0.003617480364647441	0.02004849776762849	-0.014656144306651223	0.16564417177914134
Locus 2	G_Hedrick	0.10992019388486012	0.020172231002738194	0.0473429931489787	-0.04103720405862341	0.35029669113949563
Locus 2	D_est	0.07460907970190686	0.009064678504654878	0.03173620173425309	-0.025999999999999274	0.2471698113207548
